E /V,t /s,I /A
0.4,0.13,-2.37E-08
0.4,0.132,-2.33E-08
0.4,0.134,-2.30E-08
0.4,0.136,-2.26E-08
0.4,0.138,-2.24E-08
0.4,0.14,-2.21E-08
0.4,0.142,-2.18E-08
0.4,0.144,-2.16E-08
0.4,0.146,-2.14E-08
0.4,0.148,-2.12E-08
0.4,0.15,-2.10E-08
0.4,0.155,-2.06E-08
0.4,0.16,-2.02E-08
0.4,0.165,-1.99E-08
0.4,0.17,-1.96E-08
0.4,0.175,-1.93E-08
0.4,0.18,-1.91E-08
0.4,0.185,-1.88E-08
0.4,0.19,-1.87E-08
0.4,0.195,-1.85E-08
0.4,0.2,-1.83E-08
0.4,0.21,-1.80E-08
0.4,0.22,-1.77E-08
0.4,0.23,-1.75E-08
0.4,0.24,-1.73E-08
0.4,0.25,-1.71E-08
0.4,0.26,-1.70E-08
0.4,0.27,-1.68E-08
0.4,0.28,-1.67E-08
0.4,0.29,-1.66E-08
0.4,0.3,-1.65E-08
0.4,0.32,-1.63E-08
0.4,0.34,-1.61E-08
0.4,0.36,-1.59E-08
0.4,0.38,-1.58E-08
0.4,0.4,-1.57E-08
0.4,0.42,-1.56E-08
0.4,0.44,-1.55E-08
0.4,0.46,-1.54E-08
0.4,0.48,-1.53E-08
0.4,0.5,-1.52E-08
0.4,0.52,-1.51E-08
0.4,0.54,-1.51E-08
0.4,0.56,-1.50E-08
0.4,0.58,-1.49E-08
0.4,0.6,-1.49E-08
0.4,0.65,-1.48E-08
0.4,0.7,-1.47E-08
0.4,0.75,-1.46E-08
0.4,0.8,-1.45E-08
0.4,0.85,-1.44E-08
0.4,0.9,-1.43E-08
0.4,0.95,-1.43E-08
0.4,1,-1.42E-08
0.4,1.05,-1.42E-08
0.4,1.1,-1.41E-08
0.4,1.2,-1.40E-08
0.4,1.3,-1.40E-08
0.4,1.4,-1.39E-08
0.4,1.5,-1.38E-08
0.4,1.6,-1.38E-08
0.4,1.7,-1.37E-08
0.4,1.8,-1.37E-08
0.4,1.9,-1.37E-08
0.4,2,-1.36E-08
0.4,2.1,-1.36E-08
0.4,2.3,-1.35E-08
0.4,2.5,-1.35E-08
0.4,2.7,-1.34E-08
0.4,2.9,-1.34E-08
0.4,3.1,-1.33E-08
0.4,3.3,-1.33E-08
0.4,3.5,-1.33E-08
0.4,3.7,-1.33E-08
0.4,3.9,-1.32E-08
0.4,4.1,-1.32E-08
0.4,4.3,-1.32E-08
0.4,4.5,-1.32E-08
0.4,4.7,-1.31E-08
0.4,4.9,-1.31E-08
0.4,5.1,-1.31E-08
0.4,5.6,-1.31E-08
0.4,6.1,-1.30E-08
0.4,6.6,-1.30E-08
0.4,7.1,-1.30E-08
0.4,7.6,-1.30E-08
0.4,8.1,-1.29E-08
0.4,8.6,-1.29E-08
0.4,9.1,-1.29E-08
0.4,9.6,-1.29E-08
0.4,10.1,-1.29E-08
0.4,11.1,-1.28E-08
0.4,12.1,-1.28E-08
0.4,13.1,-1.28E-08
0.4,14.1,-1.28E-08
0.4,15.1,-1.28E-08
0.4,16.1,-1.28E-08
0.4,17.1,-1.27E-08
0.4,18.1,-1.27E-08
0.4,19.1,-1.27E-08
0.4,20.1,-1.27E-08
0.4,22.1,-1.27E-08
0.4,24.1,-1.27E-08
0.4,26.1,-1.27E-08
0.4,28.1,-1.26E-08
0.4,30.1,-1.26E-08
0.4,32.1,-1.26E-08
0.4,34.1,-1.26E-08
0.4,36.1,-1.26E-08
0.4,38.1,-1.26E-08
0.4,40.1,-1.26E-08
0.4,42.1,-1.26E-08
0.4,44.1,-1.26E-08
0.4,46.1,-1.26E-08
0.4,48.1,-1.26E-08
0.4,50.1,-1.26E-08
0.4,55.1,-1.25E-08
0.4,60.1,-1.25E-08
0.4,65.1,-1.25E-08
0.4,70.1,-1.25E-08
0.4,75.1,-1.25E-08
0.4,80.1,-1.25E-08
0.4,85.1,-1.25E-08
0.4,90.1,-1.25E-08
0.4,95.1,-1.25E-08
0.4,100.1,-1.25E-08
0.41,0,-1.04E-11
0.41,0.01,-1.02E-11
0.41,0.02,-1.01E-11
0.41,0.03,-9.93E-12
0.41,0.04,-9.81E-12
0.41,0.05,-9.71E-12
0.41,0.06,-9.63E-12
0.41,0.07,-9.55E-12
0.41,0.08,-9.49E-12
0.41,0.09,-9.42E-12
0.41,0.091,-9.42E-12
0.41,0.092,-9.41E-12
0.41,0.093,-9.41E-12
0.41,0.094,-9.40E-12
0.41,0.095,-9.40E-12
0.41,0.096,-9.39E-12
0.41,0.097,-9.38E-12
0.41,0.098,-9.38E-12
0.41,0.099,-9.37E-12
0.41,0.1,-7.47E-09
0.41,0.1001,-5.93E-08
0.41,0.1002,-5.64E-08
0.41,0.1003,-5.45E-08
0.41,0.1004,-5.29E-08
0.41,0.1005,-5.17E-08
0.41,0.1006,-5.06E-08
0.41,0.1007,-4.96E-08
0.41,0.1008,-4.87E-08
0.41,0.1009,-4.80E-08
0.41,0.101,-4.72E-08
0.41,0.1011,-4.66E-08
0.41,0.1012,-4.60E-08
0.41,0.1013,-4.54E-08
0.41,0.1014,-4.49E-08
0.41,0.1015,-4.43E-08
0.41,0.1016,-4.39E-08
0.41,0.1017,-4.34E-08
0.41,0.1018,-4.30E-08
0.41,0.1019,-4.26E-08
0.41,0.102,-4.22E-08
0.41,0.1022,-4.14E-08
0.41,0.1024,-4.08E-08
0.41,0.1026,-4.01E-08
0.41,0.1028,-3.96E-08
0.41,0.103,-3.90E-08
0.41,0.1032,-3.85E-08
0.41,0.1034,-3.80E-08
0.41,0.1036,-3.76E-08
0.41,0.1038,-3.71E-08
0.41,0.104,-3.67E-08
0.41,0.1042,-3.63E-08
0.41,0.1044,-3.60E-08
0.41,0.1046,-3.56E-08
0.41,0.1048,-3.53E-08
0.41,0.105,-3.49E-08
0.41,0.1055,-3.42E-08
0.41,0.106,-3.35E-08
0.41,0.1065,-3.29E-08
0.41,0.107,-3.23E-08
0.41,0.1075,-3.18E-08
0.41,0.108,-3.13E-08
0.41,0.1085,-3.08E-08
0.41,0.109,-3.04E-08
0.41,0.1095,-3.00E-08
0.41,0.11,-2.96E-08
0.41,0.111,-2.89E-08
0.41,0.112,-2.83E-08
0.41,0.113,-2.77E-08
0.41,0.114,-2.72E-08
0.41,0.115,-2.67E-08
0.41,0.116,-2.63E-08
0.41,0.117,-2.59E-08
0.41,0.118,-2.55E-08
0.41,0.119,-2.52E-08
0.41,0.12,-2.49E-08
0.41,0.122,-2.43E-08
0.41,0.124,-2.38E-08
0.41,0.126,-2.33E-08
0.41,0.128,-2.29E-08
0.41,0.13,-2.25E-08
0.41,0.132,-2.22E-08
0.41,0.134,-2.19E-08
0.41,0.136,-2.16E-08
0.41,0.138,-2.13E-08
0.41,0.14,-2.11E-08
0.41,0.142,-2.08E-08
0.41,0.144,-2.06E-08
0.41,0.146,-2.04E-08
0.41,0.148,-2.02E-08
0.41,0.15,-2.01E-08
0.41,0.155,-1.97E-08
0.41,0.16,-1.93E-08
0.41,0.165,-1.90E-08
0.41,0.17,-1.87E-08
0.41,0.175,-1.85E-08
0.41,0.18,-1.82E-08
0.41,0.185,-1.80E-08
0.41,0.19,-1.79E-08
0.41,0.195,-1.77E-08
0.41,0.2,-1.75E-08
0.41,0.21,-1.73E-08
0.41,0.22,-1.70E-08
0.41,0.23,-1.68E-08
0.41,0.24,-1.66E-08
0.41,0.25,-1.64E-08
0.41,0.26,-1.63E-08
0.41,0.27,-1.61E-08
0.41,0.28,-1.60E-08
0.41,0.29,-1.59E-08
0.41,0.3,-1.58E-08
0.41,0.32,-1.56E-08
0.41,0.34,-1.54E-08
0.41,0.36,-1.53E-08
0.41,0.38,-1.52E-08
0.41,0.4,-1.51E-08
0.41,0.42,-1.50E-08
0.41,0.44,-1.49E-08
0.41,0.46,-1.48E-08
0.41,0.48,-1.47E-08
0.41,0.5,-1.46E-08
0.41,0.52,-1.46E-08
0.41,0.54,-1.45E-08
0.41,0.56,-1.44E-08
0.41,0.58,-1.44E-08
0.41,0.6,-1.43E-08
0.41,0.65,-1.42E-08
0.41,0.7,-1.41E-08
0.41,0.75,-1.40E-08
0.41,0.8,-1.39E-08
0.41,0.85,-1.39E-08
0.41,0.9,-1.38E-08
0.41,0.95,-1.37E-08
0.41,1,-1.37E-08
0.41,1.05,-1.36E-08
0.41,1.1,-1.36E-08
0.41,1.2,-1.35E-08
0.41,1.3,-1.34E-08
0.41,1.4,-1.34E-08
0.41,1.5,-1.33E-08
0.41,1.6,-1.33E-08
0.41,1.7,-1.32E-08
0.41,1.8,-1.32E-08
0.41,1.9,-1.32E-08
0.41,2,-1.31E-08
0.41,2.1,-1.31E-08
0.41,2.3,-1.30E-08
0.41,2.5,-1.30E-08
0.41,2.7,-1.29E-08
0.41,2.9,-1.29E-08
0.41,3.1,-1.29E-08
0.41,3.3,-1.28E-08
0.41,3.5,-1.28E-08
0.41,3.7,-1.28E-08
0.41,3.9,-1.28E-08
0.41,4.1,-1.27E-08
0.41,4.3,-1.27E-08
0.41,4.5,-1.27E-08
0.41,4.7,-1.27E-08
0.41,4.9,-1.27E-08
0.41,5.1,-1.26E-08
0.41,5.6,-1.26E-08
0.41,6.1,-1.26E-08
0.41,6.6,-1.26E-08
0.41,7.1,-1.25E-08
0.41,7.6,-1.25E-08
0.41,8.1,-1.25E-08
0.41,8.6,-1.25E-08
0.41,9.1,-1.25E-08
0.41,9.6,-1.24E-08
0.41,10.1,-1.24E-08
0.41,11.1,-1.24E-08
0.41,12.1,-1.24E-08
0.41,13.1,-1.24E-08
0.41,14.1,-1.23E-08
0.41,15.1,-1.23E-08
0.41,16.1,-1.23E-08
0.41,17.1,-1.23E-08
0.41,18.1,-1.23E-08
0.41,19.1,-1.23E-08
0.41,20.1,-1.23E-08
0.41,22.1,-1.22E-08
0.41,24.1,-1.22E-08
0.41,26.1,-1.22E-08
0.41,28.1,-1.22E-08
0.41,30.1,-1.22E-08
0.41,32.1,-1.22E-08
0.41,34.1,-1.22E-08
0.41,36.1,-1.22E-08
0.41,38.1,-1.22E-08
0.41,40.1,-1.22E-08
0.41,42.1,-1.21E-08
0.41,44.1,-1.21E-08
0.41,46.1,-1.21E-08
0.41,48.1,-1.21E-08
0.41,50.1,-1.21E-08
0.41,55.1,-1.21E-08
0.41,60.1,-1.21E-08
0.41,65.1,-1.21E-08
0.41,70.1,-1.21E-08
0.41,75.1,-1.21E-08
0.41,80.1,-1.21E-08
0.41,85.1,-1.21E-08
0.41,90.1,-1.21E-08
0.41,95.1,-1.21E-08
0.41,100.1,-1.21E-08
0.42,0,-1.04E-11
0.42,0.01,-1.02E-11
0.42,0.02,-1.01E-11
0.42,0.03,-9.93E-12
0.42,0.04,-9.81E-12
0.42,0.05,-9.71E-12
0.42,0.06,-9.63E-12
0.42,0.07,-9.55E-12
0.42,0.08,-9.49E-12
0.42,0.09,-9.42E-12
0.42,0.091,-9.42E-12
0.42,0.092,-9.41E-12
0.42,0.093,-9.41E-12
0.42,0.094,-9.40E-12
0.42,0.095,-9.40E-12
0.42,0.096,-9.39E-12
0.42,0.097,-9.38E-12
0.42,0.098,-9.38E-12
0.42,0.099,-9.37E-12
0.42,0.1,-6.91E-09
0.42,0.1001,-5.18E-08
0.42,0.1002,-4.96E-08
0.42,0.1003,-4.81E-08
0.42,0.1004,-4.69E-08
0.42,0.1005,-4.59E-08
0.42,0.1006,-4.50E-08
0.42,0.1007,-4.42E-08
0.42,0.1008,-4.35E-08
0.42,0.1009,-4.29E-08
0.42,0.101,-4.23E-08
0.42,0.1011,-4.18E-08
0.42,0.1012,-4.13E-08
0.42,0.1013,-4.08E-08
0.42,0.1014,-4.04E-08
0.42,0.1015,-4.00E-08
0.42,0.1016,-3.96E-08
0.42,0.1017,-3.92E-08
0.42,0.1018,-3.89E-08
0.42,0.1019,-3.86E-08
0.42,0.102,-3.82E-08
0.42,0.1022,-3.76E-08
0.42,0.1024,-3.71E-08
0.42,0.1026,-3.65E-08
0.42,0.1028,-3.61E-08
0.42,0.103,-3.56E-08
0.42,0.1032,-3.52E-08
0.42,0.1034,-3.48E-08
0.42,0.1036,-3.44E-08
0.42,0.1038,-3.40E-08
0.42,0.104,-3.37E-08
0.42,0.1042,-3.34E-08
0.42,0.1044,-3.30E-08
0.42,0.1046,-3.27E-08
0.42,0.1048,-3.25E-08
0.42,0.105,-3.22E-08
0.42,0.1055,-3.15E-08
0.42,0.106,-3.10E-08
0.42,0.1065,-3.04E-08
0.42,0.107,-2.99E-08
0.42,0.1075,-2.95E-08
0.42,0.108,-2.90E-08
0.42,0.1085,-2.86E-08
0.42,0.109,-2.83E-08
0.42,0.1095,-2.79E-08
0.42,0.11,-2.76E-08
0.42,0.111,-2.70E-08
0.42,0.112,-2.64E-08
0.42,0.113,-2.59E-08
0.42,0.114,-2.55E-08
0.42,0.115,-2.51E-08
0.42,0.116,-2.47E-08
0.42,0.117,-2.43E-08
0.42,0.118,-2.40E-08
0.42,0.119,-2.37E-08
0.42,0.12,-2.34E-08
0.42,0.122,-2.29E-08
0.42,0.124,-2.24E-08
0.42,0.126,-2.20E-08
0.42,0.128,-2.16E-08
0.42,0.13,-2.13E-08
0.42,0.132,-2.10E-08
0.42,0.134,-2.07E-08
0.42,0.136,-2.04E-08
0.42,0.138,-2.02E-08
0.42,0.14,-1.99E-08
0.42,0.142,-1.97E-08
0.42,0.144,-1.95E-08
0.42,0.146,-1.94E-08
0.42,0.148,-1.92E-08
0.42,0.15,-1.90E-08
0.42,0.155,-1.86E-08
0.42,0.16,-1.83E-08
0.42,0.165,-1.80E-08
0.42,0.17,-1.78E-08
0.42,0.175,-1.76E-08
0.42,0.18,-1.73E-08
0.42,0.185,-1.72E-08
0.42,0.19,-1.70E-08
0.42,0.195,-1.68E-08
0.42,0.2,-1.67E-08
0.42,0.21,-1.64E-08
0.42,0.22,-1.62E-08
0.42,0.23,-1.60E-08
0.42,0.24,-1.58E-08
0.42,0.25,-1.57E-08
0.42,0.26,-1.55E-08
0.42,0.27,-1.54E-08
0.42,0.28,-1.53E-08
0.42,0.29,-1.52E-08
0.42,0.3,-1.51E-08
0.42,0.32,-1.49E-08
0.42,0.34,-1.47E-08
0.42,0.36,-1.46E-08
0.42,0.38,-1.45E-08
0.42,0.4,-1.44E-08
0.42,0.42,-1.43E-08
0.42,0.44,-1.42E-08
0.42,0.46,-1.41E-08
0.42,0.48,-1.40E-08
0.42,0.5,-1.40E-08
0.42,0.52,-1.39E-08
0.42,0.54,-1.39E-08
0.42,0.56,-1.38E-08
0.42,0.58,-1.37E-08
0.42,0.6,-1.37E-08
0.42,0.65,-1.36E-08
0.42,0.7,-1.35E-08
0.42,0.75,-1.34E-08
0.42,0.8,-1.33E-08
0.42,0.85,-1.33E-08
0.42,0.9,-1.32E-08
0.42,0.95,-1.32E-08
0.42,1,-1.31E-08
0.42,1.05,-1.31E-08
0.42,1.1,-1.30E-08
0.42,1.2,-1.29E-08
0.42,1.3,-1.29E-08
0.42,1.4,-1.28E-08
0.42,1.5,-1.28E-08
0.42,1.6,-1.27E-08
0.42,1.7,-1.27E-08
0.42,1.8,-1.26E-08
0.42,1.9,-1.26E-08
0.42,2,-1.26E-08
0.42,2.1,-1.25E-08
0.42,2.3,-1.25E-08
0.42,2.5,-1.25E-08
0.42,2.7,-1.24E-08
0.42,2.9,-1.24E-08
0.42,3.1,-1.23E-08
0.42,3.3,-1.23E-08
0.42,3.5,-1.23E-08
0.42,3.7,-1.23E-08
0.42,3.9,-1.22E-08
0.42,4.1,-1.22E-08
0.42,4.3,-1.22E-08
0.42,4.5,-1.22E-08
0.42,4.7,-1.22E-08
0.42,4.9,-1.21E-08
0.42,5.1,-1.21E-08
0.42,5.6,-1.21E-08
0.42,6.1,-1.21E-08
0.42,6.6,-1.20E-08
0.42,7.1,-1.20E-08
0.42,7.6,-1.20E-08
0.42,8.1,-1.20E-08
0.42,8.6,-1.20E-08
0.42,9.1,-1.20E-08
0.42,9.6,-1.19E-08
0.42,10.1,-1.19E-08
0.42,11.1,-1.19E-08
0.42,12.1,-1.19E-08
0.42,13.1,-1.19E-08
0.42,14.1,-1.18E-08
0.42,15.1,-1.18E-08
0.42,16.1,-1.18E-08
0.42,17.1,-1.18E-08
0.42,18.1,-1.18E-08
0.42,19.1,-1.18E-08
0.42,20.1,-1.18E-08
0.42,22.1,-1.18E-08
0.42,24.1,-1.17E-08
0.42,26.1,-1.17E-08
0.42,28.1,-1.17E-08
0.42,30.1,-1.17E-08
0.42,32.1,-1.17E-08
0.42,34.1,-1.17E-08
0.42,36.1,-1.17E-08
0.42,38.1,-1.17E-08
0.42,40.1,-1.17E-08
0.42,42.1,-1.17E-08
0.42,44.1,-1.17E-08
0.42,46.1,-1.17E-08
0.42,48.1,-1.16E-08
0.42,50.1,-1.16E-08
0.42,55.1,-1.16E-08
0.42,60.1,-1.16E-08
0.42,65.1,-1.16E-08
0.42,70.1,-1.16E-08
0.42,75.1,-1.16E-08
0.42,80.1,-1.16E-08
0.42,85.1,-1.16E-08
0.42,90.1,-1.16E-08
0.42,95.1,-1.16E-08
0.42,100.1,-1.16E-08
0.43,0,-1.04E-11
0.43,0.01,-1.02E-11
0.43,0.02,-1.01E-11
0.43,0.03,-9.93E-12
0.43,0.04,-9.81E-12
0.43,0.05,-9.71E-12
0.43,0.06,-9.63E-12
0.43,0.07,-9.55E-12
0.43,0.08,-9.49E-12
0.43,0.09,-9.42E-12
0.43,0.091,-9.42E-12
0.43,0.092,-9.41E-12
0.43,0.093,-9.41E-12
0.43,0.094,-9.40E-12
0.43,0.095,-9.40E-12
0.43,0.096,-9.39E-12
0.43,0.097,-9.38E-12
0.43,0.098,-9.38E-12
0.43,0.099,-9.37E-12
0.43,0.1,-6.37E-09
0.43,0.1001,-4.52E-08
0.43,0.1002,-4.35E-08
0.43,0.1003,-4.23E-08
0.43,0.1004,-4.14E-08
0.43,0.1005,-4.06E-08
0.43,0.1006,-3.99E-08
0.43,0.1007,-3.93E-08
0.43,0.1008,-3.87E-08
0.43,0.1009,-3.82E-08
0.43,0.101,-3.77E-08
0.43,0.1011,-3.73E-08
0.43,0.1012,-3.69E-08
0.43,0.1013,-3.65E-08
0.43,0.1014,-3.62E-08
0.43,0.1015,-3.59E-08
0.43,0.1016,-3.55E-08
0.43,0.1017,-3.52E-08
0.43,0.1018,-3.50E-08
0.43,0.1019,-3.47E-08
0.43,0.102,-3.44E-08
0.43,0.1022,-3.39E-08
0.43,0.1024,-3.35E-08
0.43,0.1026,-3.30E-08
0.43,0.1028,-3.26E-08
0.43,0.103,-3.23E-08
0.43,0.1032,-3.19E-08
0.43,0.1034,-3.16E-08
0.43,0.1036,-3.13E-08
0.43,0.1038,-3.10E-08
0.43,0.104,-3.07E-08
0.43,0.1042,-3.04E-08
0.43,0.1044,-3.01E-08
0.43,0.1046,-2.99E-08
0.43,0.1048,-2.96E-08
0.43,0.105,-2.94E-08
0.43,0.1055,-2.89E-08
0.43,0.106,-2.84E-08
0.43,0.1065,-2.79E-08
0.43,0.107,-2.75E-08
0.43,0.1075,-2.71E-08
0.43,0.108,-2.67E-08
0.43,0.1085,-2.64E-08
0.43,0.109,-2.61E-08
0.43,0.1095,-2.58E-08
0.43,0.11,-2.55E-08
0.43,0.111,-2.50E-08
0.43,0.112,-2.45E-08
0.43,0.113,-2.40E-08
0.43,0.114,-2.37E-08
0.43,0.115,-2.33E-08
0.43,0.116,-2.30E-08
0.43,0.117,-2.26E-08
0.43,0.118,-2.23E-08
0.43,0.119,-2.21E-08
0.43,0.12,-2.18E-08
0.43,0.122,-2.14E-08
0.43,0.124,-2.09E-08
0.43,0.126,-2.06E-08
0.43,0.128,-2.02E-08
0.43,0.13,-1.99E-08
0.43,0.132,-1.97E-08
0.43,0.134,-1.94E-08
0.43,0.136,-1.92E-08
0.43,0.138,-1.89E-08
0.43,0.14,-1.87E-08
0.43,0.142,-1.85E-08
0.43,0.144,-1.84E-08
0.43,0.146,-1.82E-08
0.43,0.148,-1.80E-08
0.43,0.15,-1.79E-08
0.43,0.155,-1.76E-08
0.43,0.16,-1.73E-08
0.43,0.165,-1.70E-08
0.43,0.17,-1.68E-08
0.43,0.175,-1.66E-08
0.43,0.18,-1.64E-08
0.43,0.185,-1.62E-08
0.43,0.19,-1.60E-08
0.43,0.195,-1.59E-08
0.43,0.2,-1.58E-08
0.43,0.21,-1.55E-08
0.43,0.22,-1.53E-08
0.43,0.23,-1.51E-08
0.43,0.24,-1.50E-08
0.43,0.25,-1.48E-08
0.43,0.26,-1.47E-08
0.43,0.27,-1.46E-08
0.43,0.28,-1.45E-08
0.43,0.29,-1.44E-08
0.43,0.3,-1.43E-08
0.43,0.32,-1.41E-08
0.43,0.34,-1.40E-08
0.43,0.36,-1.38E-08
0.43,0.38,-1.37E-08
0.43,0.4,-1.36E-08
0.43,0.42,-1.35E-08
0.43,0.44,-1.35E-08
0.43,0.46,-1.34E-08
0.43,0.48,-1.33E-08
0.43,0.5,-1.33E-08
0.43,0.52,-1.32E-08
0.43,0.54,-1.31E-08
0.43,0.56,-1.31E-08
0.43,0.58,-1.30E-08
0.43,0.6,-1.30E-08
0.43,0.65,-1.29E-08
0.43,0.7,-1.28E-08
0.43,0.75,-1.27E-08
0.43,0.8,-1.27E-08
0.43,0.85,-1.26E-08
0.43,0.9,-1.26E-08
0.43,0.95,-1.25E-08
0.43,1,-1.25E-08
0.43,1.05,-1.24E-08
0.43,1.1,-1.24E-08
0.43,1.2,-1.23E-08
0.43,1.3,-1.22E-08
0.43,1.4,-1.22E-08
0.43,1.5,-1.21E-08
0.43,1.6,-1.21E-08
0.43,1.7,-1.21E-08
0.43,1.8,-1.20E-08
0.43,1.9,-1.20E-08
0.43,2,-1.20E-08
0.43,2.1,-1.19E-08
0.43,2.3,-1.19E-08
0.43,2.5,-1.18E-08
0.43,2.7,-1.18E-08
0.43,2.9,-1.18E-08
0.43,3.1,-1.17E-08
0.43,3.3,-1.17E-08
0.43,3.5,-1.17E-08
0.43,3.7,-1.17E-08
0.43,3.9,-1.17E-08
0.43,4.1,-1.16E-08
0.43,4.3,-1.16E-08
0.43,4.5,-1.16E-08
0.43,4.7,-1.16E-08
0.43,4.9,-1.16E-08
0.43,5.1,-1.16E-08
0.43,5.6,-1.15E-08
0.43,6.1,-1.15E-08
0.43,6.6,-1.15E-08
0.43,7.1,-1.15E-08
0.43,7.6,-1.14E-08
0.43,8.1,-1.14E-08
0.43,8.6,-1.14E-08
0.43,9.1,-1.14E-08
0.43,9.6,-1.14E-08
0.43,10.1,-1.14E-08
0.43,11.1,-1.13E-08
0.43,12.1,-1.13E-08
0.43,13.1,-1.13E-08
0.43,14.1,-1.13E-08
0.43,15.1,-1.13E-08
0.43,16.1,-1.13E-08
0.43,17.1,-1.13E-08
0.43,18.1,-1.12E-08
0.43,19.1,-1.12E-08
0.43,20.1,-1.12E-08
0.43,22.1,-1.12E-08
0.43,24.1,-1.12E-08
0.43,26.1,-1.12E-08
0.43,28.1,-1.12E-08
0.43,30.1,-1.12E-08
0.43,32.1,-1.12E-08
0.43,34.1,-1.11E-08
0.43,36.1,-1.11E-08
0.43,38.1,-1.11E-08
0.43,40.1,-1.11E-08
0.43,42.1,-1.11E-08
0.43,44.1,-1.11E-08
0.43,46.1,-1.11E-08
0.43,48.1,-1.11E-08
0.43,50.1,-1.11E-08
0.43,55.1,-1.11E-08
0.43,60.1,-1.11E-08
0.43,65.1,-1.11E-08
0.43,70.1,-1.11E-08
0.43,75.1,-1.11E-08
0.43,80.1,-1.11E-08
0.43,85.1,-1.11E-08
0.43,90.1,-1.11E-08
0.43,95.1,-1.10E-08
0.43,100.1,-1.10E-08
0.44,0,-1.04E-11
0.44,0.01,-1.02E-11
0.44,0.02,-1.01E-11
0.44,0.03,-9.93E-12
0.44,0.04,-9.81E-12
0.44,0.05,-9.71E-12
0.44,0.06,-9.63E-12
0.44,0.07,-9.55E-12
0.44,0.08,-9.49E-12
0.44,0.09,-9.42E-12
0.44,0.091,-9.42E-12
0.44,0.092,-9.41E-12
0.44,0.093,-9.41E-12
0.44,0.094,-9.40E-12
0.44,0.095,-9.40E-12
0.44,0.096,-9.39E-12
0.44,0.097,-9.38E-12
0.44,0.098,-9.38E-12
0.44,0.099,-9.37E-12
0.44,0.1,-5.88E-09
0.44,0.1001,-3.93E-08
0.44,0.1002,-3.80E-08
0.44,0.1003,-3.71E-08
0.44,0.1004,-3.63E-08
0.44,0.1005,-3.57E-08
0.44,0.1006,-3.52E-08
0.44,0.1007,-3.47E-08
0.44,0.1008,-3.42E-08
0.44,0.1009,-3.38E-08
0.44,0.101,-3.35E-08
0.44,0.1011,-3.31E-08
0.44,0.1012,-3.28E-08
0.44,0.1013,-3.25E-08
0.44,0.1014,-3.22E-08
0.44,0.1015,-3.20E-08
0.44,0.1016,-3.17E-08
0.44,0.1017,-3.15E-08
0.44,0.1018,-3.12E-08
0.44,0.1019,-3.10E-08
0.44,0.102,-3.08E-08
0.44,0.1022,-3.04E-08
0.44,0.1024,-3.00E-08
0.44,0.1026,-2.97E-08
0.44,0.1028,-2.93E-08
0.44,0.103,-2.90E-08
0.44,0.1032,-2.87E-08
0.44,0.1034,-2.85E-08
0.44,0.1036,-2.82E-08
0.44,0.1038,-2.79E-08
0.44,0.104,-2.77E-08
0.44,0.1042,-2.75E-08
0.44,0.1044,-2.73E-08
0.44,0.1046,-2.70E-08
0.44,0.1048,-2.68E-08
0.44,0.105,-2.67E-08
0.44,0.1055,-2.62E-08
0.44,0.106,-2.58E-08
0.44,0.1065,-2.54E-08
0.44,0.107,-2.50E-08
0.44,0.1075,-2.47E-08
0.44,0.108,-2.44E-08
0.44,0.1085,-2.41E-08
0.44,0.109,-2.38E-08
0.44,0.1095,-2.36E-08
0.44,0.11,-2.33E-08
0.44,0.111,-2.29E-08
0.44,0.112,-2.25E-08
0.44,0.113,-2.21E-08
0.44,0.114,-2.18E-08
0.44,0.115,-2.14E-08
0.44,0.116,-2.11E-08
0.44,0.117,-2.09E-08
0.44,0.118,-2.06E-08
0.44,0.119,-2.04E-08
0.44,0.12,-2.02E-08
0.44,0.122,-1.98E-08
0.44,0.124,-1.94E-08
0.44,0.126,-1.91E-08
0.44,0.128,-1.88E-08
0.44,0.13,-1.85E-08
0.44,0.132,-1.82E-08
0.44,0.134,-1.80E-08
0.44,0.136,-1.78E-08
0.44,0.138,-1.76E-08
0.44,0.14,-1.74E-08
0.44,0.142,-1.73E-08
0.44,0.144,-1.71E-08
0.44,0.146,-1.70E-08
0.44,0.148,-1.68E-08
0.44,0.15,-1.67E-08
0.44,0.155,-1.64E-08
0.44,0.16,-1.61E-08
0.44,0.165,-1.59E-08
0.44,0.17,-1.57E-08
0.44,0.175,-1.55E-08
0.44,0.18,-1.53E-08
0.44,0.185,-1.51E-08
0.44,0.19,-1.50E-08
0.44,0.195,-1.49E-08
0.44,0.2,-1.48E-08
0.44,0.21,-1.45E-08
0.44,0.22,-1.43E-08
0.44,0.23,-1.42E-08
0.44,0.24,-1.40E-08
0.44,0.25,-1.39E-08
0.44,0.26,-1.38E-08
0.44,0.27,-1.37E-08
0.44,0.28,-1.36E-08
0.44,0.29,-1.35E-08
0.44,0.3,-1.34E-08
0.44,0.32,-1.32E-08
0.44,0.34,-1.31E-08
0.44,0.36,-1.30E-08
0.44,0.38,-1.29E-08
0.44,0.4,-1.28E-08
0.44,0.42,-1.27E-08
0.44,0.44,-1.27E-08
0.44,0.46,-1.26E-08
0.44,0.48,-1.25E-08
0.44,0.5,-1.25E-08
0.44,0.52,-1.24E-08
0.44,0.54,-1.24E-08
0.44,0.56,-1.23E-08
0.44,0.58,-1.23E-08
0.44,0.6,-1.22E-08
0.44,0.65,-1.21E-08
